Container,Blob,Metadata
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=07/h=12/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=07/h=16/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=07/h=18/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=07/h=19/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=07/h=20/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=07/h=21/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=08/h=00/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=08/h=04/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=08/h=05/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=08/h=06/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=08/h=12/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=08/h=16/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=08/h=18/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=08/h=23/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=09/h=00/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=09/h=04/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=09/h=05/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=09/h=06/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=09/h=12/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=09/h=16/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=09/h=18/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=09/h=21/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=10/h=00/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=10/h=06/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=10/h=12/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=10/h=13/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=10/h=16/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=10/h=18/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=11/h=00/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=11/h=06/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=11/h=12/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=11/h=13/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=11/h=14/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=11/h=16/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=11/h=17/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=11/h=18/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=12/h=00/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=12/h=04/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=12/h=05/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=12/h=06/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=12/h=12/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=12/h=14/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=12/h=16/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=12/h=18/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=13/h=00/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=13/h=04/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=13/h=05/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=13/h=06/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=13/h=07/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=13/h=12/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=13/h=14/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=13/h=18/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=13/h=23/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=14/h=00/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=14/h=04/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=14/h=05/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=14/h=06/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=14/h=11/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=14/h=12/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=14/h=18/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=14/h=19/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=15/h=00/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=15/h=06/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=15/h=09/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=15/h=12/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=15/h=18/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=15/h=20/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=15/h=23/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=16/h=00/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=16/h=04/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=16/h=05/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=16/h=06/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=16/h=12/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=16/h=17/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=16/h=23/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=17/h=05/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=17/h=11/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=17/h=17/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=17/h=22/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=17/h=23/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=18/h=04/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=18/h=05/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=18/h=10/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=18/h=14/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=18/h=15/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=18/h=16/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=18/h=17/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=18/h=22/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=04/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=10/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=12/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=14/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=15/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=16/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=19/h=22/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=01/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=04/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=10/m=00/PT1H.json,{}
insights-logs-storageread,resourceId=/subscriptions/37f0d97d-e959-42c3-aec6-15ac16f43794/resourceGroups/rg-apro-acc/providers/Microsoft.Storage/storageAccounts/staaccdocsdnksn7zi32g7i/blobServices/default/y=2023/m=12/d=20/h=13/m=00/PT1H.json,{}
